alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address1,address2,address3,city,country,display_address,state,zip_code,Restaurant Category
rising-roll-gourmet-houston-3,(713) 961-7655,1383.98590802015,2KQu-VoVkiYv_S-MMTjTCQ,https://s3-media4.fl.yelpcdn.com/bphoto/w5ciiu85grj-cZ3NaPQw6w/o.jpg,False,Rising Roll Gourmet,+17139617655,$,3.0,11,[],https://www.yelp.com/biz/rising-roll-gourmet-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7332201,-95.4353372,12 Greenway Plz,,,Houston,US,"['12 Greenway Plz', 'Houston, TX 77046']",TX,77046,Delis
skyline-deli-and-coffee-bar-houston,(713) 871-9817,2179.2241948930905,U_4dAOCCevh0TXIvwb73VA,,False,Skyline Deli & Coffee Bar,+17138719817,,2.0,2,[],https://www.yelp.com/biz/skyline-deli-and-coffee-bar-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7351647,-95.460825,3000 Post Oak Blvd,,,Houston,US,"['3000 Post Oak Blvd', 'Houston, TX 77056']",TX,77056,Restaurants
the-promenade-houston,(713) 968-1309,1548.2487029722772,h8h5WgMNp4KZ_R6bd5sVyw,https://s3-media2.fl.yelpcdn.com/bphoto/tlMkMKg4EzasJcRyJp1fKg/o.jpg,False,The Promenade,+17139681309,$$,4.0,1,[],https://www.yelp.com/biz/the-promenade-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7459445,-95.4599655,2001 Post Oak Blvd,,Hilton Houston Post Oak,Houston,US,"['2001 Post Oak Blvd', 'Hilton Houston Post Oak', 'Houston, TX 77056']",TX,77056,Breakfast & Brunch
murphys-deli-houston-34,(713) 888-0103,1855.6423982357726,EC8sfwXSdXUhOkIzYGIdJA,https://s3-media4.fl.yelpcdn.com/bphoto/2IgB5LZT9RnkpCPLYQCzHw/o.jpg,False,Murphy's Deli,+17138880103,$,4.0,28,[],https://www.yelp.com/biz/murphys-deli-houston-34?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.737384,-95.46225,2800 Post Oak Blvd.,,William's Tower,Houston,US,"['2800 Post Oak Blvd.', ""William's Tower"", 'Houston, TX 77056']",TX,77056,Salad
chipotle-mexican-grill-houston-41,(713) 396-7261,1829.8650700933479,PzE2qvW3ri9GdrSqOXDIAw,https://s3-media4.fl.yelpcdn.com/bphoto/v5PjJilt2_RHUHXwg6fWJQ/o.jpg,False,Chipotle Mexican Grill,+17133967261,$,2.0,19,[],https://www.yelp.com/biz/chipotle-mexican-grill-houston-41?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.739553,-95.462719,5015 Westheimer Rd,Ste A1285,,Houston,US,"['5015 Westheimer Rd', 'Ste A1285', 'Houston, TX 77056']",TX,77056,Mexican
nestle-toll-house-cafe-by-chip-houston-7,(713) 572-2233,1842.5909628835163,OBogF0eQcZZsJOPvdWM6sg,https://s3-media4.fl.yelpcdn.com/bphoto/Qxch8nghFU1nsE5yOUf5pw/o.jpg,False,Nestle Toll House Cafe by Chip,+17135722233,$,4.5,4,[],https://www.yelp.com/biz/nestle-toll-house-cafe-by-chip-houston-7?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7304584,-95.4318431,5 Greenway Plz,Ste C670,,Houston,US,"['5 Greenway Plz', 'Ste C670', 'Houston, TX 77046']",TX,77046,Cafes
landrys-houston,(713) 850-1010,1571.4195772992641,hphyhlCUOf4C82O9CUsktQ,https://s3-media4.fl.yelpcdn.com/bphoto/qVjbsGdIYNYMl5dUvt57iA/o.jpg,False,Landry's,+17138501010,$$,2.0,13,[],https://www.yelp.com/biz/landrys-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7524771007765,-95.4565320723304,1510 W Lp S,,,Houston,US,"['1510 W Lp S', 'Houston, TX 77027']",TX,77027,American (New)
mckinleys-bar-and-grille-houston,(713) 961-9000,2431.49814379467,43NVlKOH_O2avNggV8hWMw,https://s3-media3.fl.yelpcdn.com/bphoto/zLeRfkB2eE-pyrqOUzDqJg/o.jpg,False,McKinley's Bar & Grille,+17139619000,$$,2.5,5,[],https://www.yelp.com/biz/mckinleys-bar-and-grille-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.73895,-95.46893,5353 Westheimer Rd,Doubletree Suites,,Houston,US,"['5353 Westheimer Rd', 'Doubletree Suites', 'Houston, TX 77056']",TX,77056,American (Traditional)
subway-restaurants-houston-16,(713) 965-9277,2016.269576864389,-FC0rOy2pZZkpT0ATUoD1A,https://s3-media3.fl.yelpcdn.com/bphoto/IWjd3UVI13iys9wYJqgNWQ/o.jpg,False,Subway Restaurants,+17139659277,$,3.0,13,"['delivery', 'pickup']",https://www.yelp.com/biz/subway-restaurants-houston-16?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7515006192309,-95.4628162097042,1605 South Post Oak Lane,,,Houston,US,"['1605 South Post Oak Lane', 'Houston, TX 77056']",TX,77056,Sandwiches
subroc-houston-5,(713) 255-0700,1641.7988785389725,V0pXN-KRFaPeQe7CudJuqg,https://s3-media2.fl.yelpcdn.com/bphoto/DHHknj_6L1iHLFVCvFa1Sw/o.jpg,False,SubRoc,+17132550700,,3.0,1,[],https://www.yelp.com/biz/subroc-houston-5?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7379169464111,-95.4280776977539,3355 W Alabama,,,Houston,US,"['3355 W Alabama', 'Houston, TX 77056']",TX,77056,Sandwiches
mcdonalds-houston-199,(713) 527-8907,2969.0995343113145,YJz5Tge6JCSpe0xY02mywQ,https://s3-media4.fl.yelpcdn.com/bphoto/iXujEcx1F69YbRlZP4KAvw/o.jpg,False,McDonald's,+17135278907,$,2.0,40,[],https://www.yelp.com/biz/mcdonalds-houston-199?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7279156646457,-95.4190358519555,4920 N Kirby Dr,,,Houston,US,"['4920 N Kirby Dr', 'Houston, TX 77098']",TX,77098,Fast Food
ichiban-houston,,1829.7808051473135,rrmTHqJEY3DQOj8Y9aWjzw,https://s3-media3.fl.yelpcdn.com/bphoto/VZCk6mEDjNDnX58VXUIG8A/o.jpg,False,Ichiban,,$$,3.0,14,[],https://www.yelp.com/biz/ichiban-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.739248,-95.463501,5015 Westheimer Rd,,,Houston,US,"['5015 Westheimer Rd', 'Houston, TX 77056']",TX,77056,Fast Food
landrys-gift-card-houston,(800) 552-6379,1568.9357877519888,8TY57cxQVCfLBbFchPCiJw,,False,Landry's Gift Card,+18005526379,,1.0,5,[],https://www.yelp.com/biz/landrys-gift-card-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7524605,-95.4565146,1510 W Lp S,,,Houston,US,"['1510 W Lp S', 'Houston, TX 77027']",TX,77027,Restaurants
urban-star-restaurant-and-bar-houston,(832) 803-1234,2281.0265283009326,pyOZrzEO68FDbVdBKmHuTQ,https://s3-media1.fl.yelpcdn.com/bphoto/Ql0rw9jr8Ppqj3eqKYiZag/o.jpg,False,Urban Star Restaurant & Bar,+18328031234,$$,3.0,14,[],https://www.yelp.com/biz/urban-star-restaurant-and-bar-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.738189,-95.467147,2626 Sage Rd,,,Houston,US,"['2626 Sage Rd', 'Houston, TX 77056']",TX,77056,Breakfast & Brunch
my-fit-foods-houston-11,(713) 599-1717,1774.8608023459144,QuOHLkNxWy-s9CdAo3LYFA,https://s3-media1.fl.yelpcdn.com/bphoto/kxR2Goy4jDysjZIK4FPt0A/o.jpg,False,My Fit Foods,+17135991717,$,2.5,3,[],https://www.yelp.com/biz/my-fit-foods-houston-11?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.737255,-95.4612952,2800 Post Oak Blvd,Fl 2,,Houston,US,"['2800 Post Oak Blvd', 'Fl 2', 'Houston, TX 77056']",TX,77056,Health Markets
tommys-grill-and-cafe-houston,(713) 622-4407,1754.9445639990533,iPWrWh3EbPzIIYEZNH1IMA,https://s3-media2.fl.yelpcdn.com/bphoto/ohPItECAykQWvmrjLRW0kw/o.jpg,False,Tommy's Grill & Cafe,+17136224407,$,3.5,43,[],https://www.yelp.com/biz/tommys-grill-and-cafe-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7448159524873,-95.4623240048935,2004 Post Oak Blvd,,,Houston,US,"['2004 Post Oak Blvd', 'Houston, TX 77056']",TX,77056,Breakfast & Brunch
potbelly-houston-15,(832) 675-0500,1635.6363925612386,9k5lvhsk0rt0sXkk9ZAjaA,,False,Potbelly,+18326750500,,3.0,1,[],https://www.yelp.com/biz/potbelly-houston-15?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.72972,-95.43734,3800 SW Freeway 3800 Southwest Fwy,,,Houston,US,"['3800 SW Freeway 3800 Southwest Fwy', 'Houston, TX 77027']",TX,77027,Sandwiches
subway-restaurants-houston-164,(713) 668-3774,2455.3535969751883,zfpniGQRIRB12X2uSzxb9w,https://s3-media2.fl.yelpcdn.com/bphoto/y2N-Ebanzu_nIjBh7CPMoA/o.jpg,False,Subway Restaurants,+17136683774,$,2.5,3,[],https://www.yelp.com/biz/subway-restaurants-houston-164?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7211850556685,-95.442462234749,4040 Bissonnet,Unit 32,,Houston,US,"['4040 Bissonnet', 'Unit 32', 'Houston, TX 77005']",TX,77005,Sandwiches
out-to-lunch-deli-cafe-houston,(713) 621-4643,1733.2500848560348,GIUn1Nxbv8vjKMqm_gCnGg,https://s3-media2.fl.yelpcdn.com/bphoto/_8tF3JPlM9lctUgOPTpiNQ/o.jpg,False,Out To Lunch Deli Cafe,+17136214643,$,4.0,1,[],https://www.yelp.com/biz/out-to-lunch-deli-cafe-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7463155537844,-95.461286008358,1980 Post Oak Blvd,,,Houston,US,"['1980 Post Oak Blvd', 'Houston, TX 77056']",TX,77056,Soup
bobs-deli-station-houston,(713) 961-0896,3090.382221352197,nR9rj8ytLmAjSTfg01fxKQ,https://s3-media2.fl.yelpcdn.com/bphoto/JEmDpQQHar8sQpODHE31gg/o.jpg,False,Bob's Deli Station,+17139610896,$,3.0,15,['pickup'],https://www.yelp.com/biz/bobs-deli-station-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.76287,-95.46704,5126 Woodway Dr,Ste A,,Houston,US,"['5126 Woodway Dr', 'Ste A', 'Houston, TX 77056']",TX,77056,Sandwiches
ninfas-express-houston-2,,2045.8322551051074,1wZD8Tph8IER2G1Wcnvopw,https://s3-media4.fl.yelpcdn.com/bphoto/3REnaeLBvrOSuJVQbwe5OA/o.jpg,False,Ninfa's Express,,$$,2.5,16,[],https://www.yelp.com/biz/ninfas-express-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.73743,-95.46344,5135 W Alabama St,,Galleria Mall,Houston,US,"['5135 W Alabama St', 'Galleria Mall', 'Houston, TX 77056']",TX,77056,Tex-Mex
birdies-cafe-and-bar-houston-2,(713) 871-8181,2455.41632460592,-sIJ3OJmG6hgJNZl2V-gxQ,https://s3-media3.fl.yelpcdn.com/bphoto/buqFLNLkIHn4e3wIs8B0eA/o.jpg,False,Birdies Cafe & Bar,+17138718181,,3.0,8,[],https://www.yelp.com/biz/birdies-cafe-and-bar-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.76175,-95.45946,4 Riverway,,,Houston,US,"['4 Riverway', 'Houston, TX 77056']",TX,77056,American (New)
la-madeleine-french-bakery-and-cafe-houston-4,(713) 993-0287,1882.951586297186,gBuId_isCwmRDatFgNKHoQ,https://s3-media3.fl.yelpcdn.com/bphoto/Hd1GRwLBW4xRtKYgDvCnSA/o.jpg,False,La Madeleine French Bakery & Cafe,+17139930287,$$,3.0,108,"['pickup', 'delivery']",https://www.yelp.com/biz/la-madeleine-french-bakery-and-cafe-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7389671,-95.4631205,5015 Westheimer Rd,Ste 1420,,Houston,US,"['5015 Westheimer Rd', 'Ste 1420', 'Houston, TX 77056']",TX,77056,Breakfast & Brunch
roman-delight-of-g-iv-houston,(713) 877-9730,2045.8322551051074,opNgXQc8W2qHOhRQqfzfkg,https://s3-media3.fl.yelpcdn.com/bphoto/29MGBOCvE1gZJLrOzMXZWQ/o.jpg,False,Roman Delight of G-IV,+17138779730,$,3.0,2,[],https://www.yelp.com/biz/roman-delight-of-g-iv-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.73743,-95.46344,5135 W Alabama St,Ste 7300,,Houston,US,"['5135 W Alabama St', 'Ste 7300', 'Houston, TX 77056']",TX,77056,Pizza
jack-in-the-box-houston-58,(713) 626-5771,1181.8698481409444,ZpBXklQ58-pFS-Dh2VvWGw,https://s3-media2.fl.yelpcdn.com/bphoto/mhlJvb6SqrC-XuoFWlbU_w/o.jpg,False,Jack in the Box,+17136265771,$,2.0,32,[],https://www.yelp.com/biz/jack-in-the-box-houston-58?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7471595,-95.4556468,4550 San Felipe St,,,Houston,US,"['4550 San Felipe St', 'Houston, TX 77027']",TX,77027,Fast Food
skyline-deli-houston-7,(713) 963-8878,1944.9815527832734,Fe83aBSv-e5r_CQoJdaNHA,https://s3-media1.fl.yelpcdn.com/bphoto/yA3ZZhrnAqBjIgVNzI5vJA/o.jpg,False,Skyline Deli,+17139638878,$,1.5,11,[],https://www.yelp.com/biz/skyline-deli-houston-7?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7533087692756,-95.4606924026245,1330 Post Oak Ln,,,Houston,US,"['1330 Post Oak Ln', 'Houston, TX 77056']",TX,77056,Delis
potbelly-sandwich-shop-houston-19,(713) 730-7885,1831.587921187543,SX-xEXDmcq-qRdmfZY8M5w,https://s3-media4.fl.yelpcdn.com/bphoto/JtRTFFRzFFkT6Aizv7pplQ/o.jpg,False,Potbelly Sandwich Shop,+17137307885,$,3.0,20,"['pickup', 'delivery']",https://www.yelp.com/biz/potbelly-sandwich-shop-houston-19?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.739028,-95.462589,5015 Westheimer Rd,Ste A1295,,Houston,US,"['5015 Westheimer Rd', 'Ste A1295', 'Houston, TX 77056']",TX,77056,Sandwiches
jack-in-the-box-houston-96,(281) 504-7520,1960.0361741103018,oompPzZz-hh87Nf2vt4D_w,https://s3-media3.fl.yelpcdn.com/bphoto/Os6rIinpQKNhW-lvMjL7pA/o.jpg,False,Jack in the Box,+12815047520,$,2.0,21,['delivery'],https://www.yelp.com/biz/jack-in-the-box-houston-96?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7344220837083,-95.4266443,3302 Richmond Ave,,,Houston,US,"['3302 Richmond Ave', 'Houston, TX 77098']",TX,77098,Fast Food
alonti-cafe-and-catering-houston-6,(713) 626-2934,1844.2877648645285,AUdPVtjR7V8OsgW0NhRhTQ,https://s3-media2.fl.yelpcdn.com/bphoto/4J-ytwAIf0KFHY_HKDu-BQ/o.jpg,False,Alonti Cafe & Catering,+17136262934,$,2.5,12,[],https://www.yelp.com/biz/alonti-cafe-and-catering-houston-6?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7304584,-95.4318431,5 E Greenway Plz,,,Houston,US,"['5 E Greenway Plz', 'Houston, TX 77046']",TX,77046,Delis
skyline-deli-houston-15,(713) 320-8656,2739.2368878485945,RPLPMRyH5yRqfugz0gsOMg,https://s3-media2.fl.yelpcdn.com/bphoto/N9HWVnGQMOqP28DuQEw-Lw/o.jpg,False,Skyline Deli,+17133208656,$,2.0,5,[],https://www.yelp.com/biz/skyline-deli-houston-15?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.76226,-95.462235,2 Memorial City Plz,"820 Gessner, Ste 295",,Houston,US,"['2 Memorial City Plz', '820 Gessner, Ste 295', 'Houston, TX 77024']",TX,77024,Delis
mediterraneo-bar-and-grill-houston,(832) 831-0607,1252.104139455446,sBN0F5G0Z5KQlPbpi9Tetg,https://s3-media1.fl.yelpcdn.com/bphoto/26iQkVVMzLt_s5i7gp7tvQ/o.jpg,False,Mediterraneo Bar & Grill,+18328310607,,2.0,2,"['pickup', 'delivery']",https://www.yelp.com/biz/mediterraneo-bar-and-grill-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7421571841317,-95.4571524432859,2425 West Loop South Fwy,Ste 345,,Houston,US,"['2425 West Loop South Fwy', 'Ste 345', 'Houston, TX 77027']",TX,77027,Mediterranean
skyline-deli-2-houston,(713) 961-4157,1476.9610085323811,SVweyasaRT7uCVcAzCPnIg,,False,Skyline Deli 2,+17139614157,$,3.0,5,"['pickup', 'delivery']",https://www.yelp.com/biz/skyline-deli-2-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7305298,-95.4408722,24 Greenway Plz,,,Houston,US,"['24 Greenway Plz', 'Houston, TX 77046']",TX,77046,Restaurants
skyline-deli-houston-3,(713) 622-2364,2012.9935078319515,mDSNSFiJR2LQg_Iqvg89ZA,,False,Skyline Deli,+17136222364,,1.0,4,"['pickup', 'delivery']",https://www.yelp.com/biz/skyline-deli-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7308,-95.42892,3200 Southwest Fwy,,,Houston,US,"['3200 Southwest Fwy', 'Houston, TX 77027']",TX,77027,Delis
aramark-cafeteria-houston,(800) 999-8989,1978.5400275056325,H8Q5uN2vhhzlDfZbZFh8Fw,https://s3-media2.fl.yelpcdn.com/bphoto/0b2TypftbkaXQSUFCO_H7A/o.jpg,False,Aramark Cafeteria,+18009998989,$$,2.5,3,[],https://www.yelp.com/biz/aramark-cafeteria-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.753294,-95.461128,1330 Post Oak Blvd,Fl 2,,Houston,US,"['1330 Post Oak Blvd', 'Fl 2', 'Houston, TX 77056']",TX,77056,Cafes
taste-bar-cafe-houston,,1982.3988421981269,7vJcj-mNKIjC121C36CM-Q,,False,Taste Bar Cafe,,,5.0,1,[],https://www.yelp.com/biz/taste-bar-cafe-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7370821853832,-95.4635211577765,5085 Westheimer Rd,,,Houston,US,"['5085 Westheimer Rd', 'Houston, TX 77056']",TX,77056,Salad
high-tower-deli-galleria-houston,(713) 561-3804,2491.042848857662,89CeJFbslMbjAu_MwAR8ig,https://s3-media3.fl.yelpcdn.com/bphoto/PGV5dt0ud_KMWnvZ88Nu5Q/o.jpg,False,High Tower Deli - Galleria,+17135613804,,4.0,1,"['pickup', 'delivery']",https://www.yelp.com/biz/high-tower-deli-galleria-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7308559417725,-95.4659652709961,5177 Richmond Ave,Fl 1,,Houston,US,"['5177 Richmond Ave', 'Fl 1', 'Houston, TX 77057']",TX,77057,Delis
subway-restaurants-houston-118,(713) 961-9276,2379.0744461824675,yKoGFfZMsUuWxWlvH6dPZA,https://s3-media2.fl.yelpcdn.com/bphoto/YJqjZ1JMqzLENL60k9gk2g/o.jpg,False,Subway Restaurants,+17139619276,$,2.0,9,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-restaurants-houston-118?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7318745,-95.4650497,5156 Richmond Ave,,,Houston,US,"['5156 Richmond Ave', 'Houston, TX 77056']",TX,77056,Sandwiches
skyline-deli-houston-12,(832) 831-4046,1786.0807968936786,RUHtOT3hrf2FB7vfp8hISA,https://s3-media4.fl.yelpcdn.com/bphoto/GXAg839chVkZmz1nfW7V_A/o.jpg,False,Skyline Deli,+18328314046,$,1.5,5,[],https://www.yelp.com/biz/skyline-deli-houston-12?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7453839,-95.4625708,1990 Post Oak Blvd,Ste A,,Houston,US,"['1990 Post Oak Blvd', 'Ste A', 'Houston, TX 77056']",TX,77056,Delis
fresh-choice-healthy-meals-kitchen-houston,(713) 840-7768,1351.1858267329292,P_GM38RsbN5rqJVJF8VoSA,https://s3-media2.fl.yelpcdn.com/bphoto/ljFEp_1m1cyPOsc6j6XVow/o.jpg,False,Fresh Choice Healthy Meals Kitchen,+17138407768,,2.0,5,"['pickup', 'delivery']",https://www.yelp.com/biz/fresh-choice-healthy-meals-kitchen-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7459353,-95.4578802,2100 W Lp S,,,Houston,US,"['2100 W Lp S', 'Houston, TX 77056']",TX,77056,Cafes
murphys-deli-houston-23,(713) 961-3354,2552.5699587433423,aCtbNfRADFC0ZNEpRGx6lA,,False,Murphy's Deli,+17139613354,$,1.0,1,[],https://www.yelp.com/biz/murphys-deli-houston-23?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.76087,-95.46096,3 Riverway,Ste B-1,,Houston,US,"['3 Riverway', 'Ste B-1', 'Houston, TX 77056']",TX,77056,Delis
nestle-toll-house-cafe-by-chip-houston,(713) 850-8840,2045.8322551051074,l3DchPtHgIoYqyr9_WVWrg,https://s3-media2.fl.yelpcdn.com/bphoto/0tQAZG4aumCyvRlGIXUTZA/o.jpg,False,Nestle Toll House Cafe by Chip,+17138508840,$,4.0,1,"['pickup', 'delivery']",https://www.yelp.com/biz/nestle-toll-house-cafe-by-chip-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.73743,-95.46344,5135 W Alabama St,Ste K107,,Houston,US,"['5135 W Alabama St', 'Ste K107', 'Houston, TX 77056']",TX,77056,Bakeries
nestle-toll-house-cafe-by-chip-houston-6,(713) 355-2447,1882.951586297186,dPpEYTNvTVg7YhkDlUVglw,https://s3-media2.fl.yelpcdn.com/bphoto/tBDaLruYPbD7zAtzHjpvJQ/o.jpg,False,Nestle Toll House Cafe by Chip,+17133552447,$$,3.0,11,"['pickup', 'delivery']",https://www.yelp.com/biz/nestle-toll-house-cafe-by-chip-houston-6?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.74062,-95.46134,5015 Westheimer Rd,Ste 1352,,Houston,US,"['5015 Westheimer Rd', 'Ste 1352', 'Houston, TX 77056']",TX,77056,Desserts
